Customer_ID,Age,Gender,Category,Purchase_Amount,Rating,Order_Count,Cluster
1065,48,Female,Books,6021,2.8,14,0
1066,32,Male,Books,7655,2.2,16,2
1067,25,Female,Electronics,3797,4.9,15,1
1068,31,Female,Electronics,3133,2.1,15,1
1069,40,Female,Fashion,4390,3.0,3,1
1070,57,Female,Books,1291,2.6,7,3
1071,38,Female,Electronics,9691,1.7,12,2
1072,33,Male,Fashion,651,1.8,3,3
1073,35,Male,Fashion,3563,4.7,19,1
1074,41,Male,Books,6867,4.4,10,0
1075,43,Male,Home Decor,8404,1.8,8,2
1076,42,Female,Books,2591,4.5,16,3
1077,58,Female,Home Decor,5099,1.8,16,1
1078,46,Male,Fashion,7908,3.5,12,2
1079,32,Female,Electronics,3477,1.3,5,1
1080,18,Male,Sports,1342,4.5,6,3
1081,42,Male,Fashion,4293,1.2,6,1
1082,24,Male,Electronics,2159,3.2,8,3
1083,26,Female,Fashion,9289,4.1,17,2
1084,41,Female,Books,5662,1.5,12,0
1085,18,Female,Home Decor,6946,2.6,14,0
1086,25,Female,Fashion,4770,1.2,2,1
1087,41,Male,Electronics,4103,3.7,19,1
1088,28,Female,Books,7264,2.2,6,0
1089,34,Female,Sports,1716,3.2,18,3
1090,25,Female,Books,2791,4.7,4,1
1091,52,Male,Home Decor,4311,2.2,5,1
1092,52,Male,Books,5493,1.2,6,0
1093,50,Female,Sports,5642,3.7,15,0
1094,22,Female,Electronics,7362,4.1,6,0
1095,59,Female,Fashion,9623,4.8,8,2
1096,56,Female,Home Decor,7033,1.6,9,0
1097,58,Male,Sports,8026,2.6,6,2
1098,45,Female,Home Decor,3478,4.4,2,1
1099,24,Female,Books,5847,4.2,16,0
1100,26,Female,Home Decor,8433,3.5,1,2
1101,25,Male,Sports,5095,2.1,16,1
1102,29,Male,Fashion,6711,2.1,1,0
1103,51,Female,Fashion,2670,1.5,1,3
1104,50,Female,Home Decor,9027,4.7,7,2
1105,40,Female,Electronics,9868,1.7,16,2
1106,41,Female,Home Decor,3521,3.3,17,1
1107,54,Female,Books,9470,3.3,16,2
1108,52,Male,Fashion,8336,2.5,16,2
1109,57,Male,Fashion,1685,2.4,6,3
1110,39,Male,Fashion,3785,3.7,18,1
1111,44,Female,Electronics,3947,2.6,3,1
1112,52,Male,Electronics,4491,2.0,8,1
1113,18,Male,Sports,9630,2.6,4,2
1114,52,Male,Home Decor,5399,4.2,4,0
1115,54,Female,Home Decor,2435,4.9,17,3
1116,31,Female,Books,9325,3.5,5,2
1117,20,Male,Fashion,9945,4.1,14,2
1118,18,Female,Electronics,9774,3.1,15,2
1119,22,Male,Books,1785,3.5,12,3
1120,43,Male,Books,9045,5.0,13,2
1121,31,Male,Electronics,7979,2.8,18,2
1122,56,Male,Home Decor,5755,1.3,14,0
1123,44,Female,Fashion,2385,4.8,19,3
1124,26,Female,Home Decor,5562,4.2,7,0
1125,32,Female,Books,7566,2.6,6,2
1126,32,Female,Fashion,3522,4.9,5,1
1127,43,Male,Sports,5765,2.4,4,0
1128,59,Female,Books,2047,2.5,18,3
1129,30,Male,Home Decor,4704,3.4,14,1
1130,49,Female,Home Decor,8090,2.1,16,2
1131,56,Female,Home Decor,1868,3.8,14,3
1132,49,Female,Electronics,2257,1.6,5,3
1133,21,Male,Books,5417,1.4,11,0
1134,47,Male,Fashion,3984,3.1,12,1
1135,54,Male,Home Decor,3552,3.2,18,1
1136,40,Male,Home Decor,8882,1.4,4,2
1137,56,Female,Electronics,1432,4.9,13,3
1138,32,Male,Fashion,4737,3.3,13,1
1139,46,Male,Books,7740,1.6,4,2
1140,53,Female,Sports,3738,2.2,7,1
1141,30,Female,Electronics,1065,4.2,2,3
1142,49,Male,Books,5878,3.1,18,0
1143,24,Female,Sports,6058,1.8,6,0
1144,39,Male,Home Decor,9826,1.4,16,2
1145,45,Female,Home Decor,1243,2.7,3,3
1146,19,Male,Fashion,9364,2.3,15,2
1147,59,Male,Sports,9222,3.6,10,2
1148,23,Male,Home Decor,5909,4.7,9,0
1149,45,Male,Home Decor,9253,2.0,11,2
1150,45,Male,Fashion,6129,4.4,14,0
1151,37,Female,Books,6818,4.7,12,0
1152,47,Male,Home Decor,801,4.6,7,3
1153,28,Male,Electronics,4267,4.8,11,1
1154,45,Male,Electronics,4780,4.4,17,1
1155,42,Male,Books,8006,3.4,9,2
1156,56,Male,Sports,9201,2.6,13,2
1157,50,Female,Fashion,7462,3.0,16,0
1158,18,Female,Electronics,5929,4.5,3,0
1159,44,Male,Electronics,7748,2.2,5,2
1160,30,Female,Books,3945,1.6,17,1
1161,58,Male,Sports,2703,1.6,1,3
1162,20,Female,Sports,3334,4.3,9,1
1163,56,Female,Books,9486,4.0,17,2
1164,23,Male,Electronics,2979,3.0,13,1
1165,25,Female,Fashion,5356,2.1,15,0
1166,44,Female,Electronics,934,3.7,8,3
1167,26,Male,Sports,2206,1.2,8,3
1168,54,Male,Electronics,8760,3.3,2,2
1169,50,Female,Fashion,6225,2.6,10,0
1170,59,Female,Home Decor,2404,4.9,5,3
1171,41,Female,Electronics,7518,3.0,16,0
1172,32,Male,Books,4459,3.2,19,1
1173,49,Female,Home Decor,7325,3.8,1,0
1174,49,Female,Books,6847,2.9,13,0
1175,41,Female,Books,6656,1.9,4,0
1176,58,Male,Books,3213,3.1,7,1
1177,29,Male,Electronics,6694,4.8,1,0
1178,56,Male,Sports,7012,2.6,2,0
1179,19,Male,Home Decor,7367,3.7,16,0
1180,20,Female,Fashion,4227,4.9,14,1
1181,54,Male,Sports,4046,4.3,5,1
1182,34,Female,Electronics,2803,3.6,14,1
1183,19,Female,Books,4181,3.9,17,1
1184,19,Female,Fashion,8352,4.7,12,2
1185,45,Female,Home Decor,3721,4.8,12,1
1186,40,Male,Sports,4874,4.9,3,1
1187,54,Male,Sports,1582,3.5,2,3
1188,49,Male,Fashion,9137,2.5,15,2
1189,50,Male,Electronics,2092,1.5,11,3
1190,18,Male,Home Decor,6108,2.5,10,0
1191,36,Female,Fashion,6026,4.8,18,0
1192,19,Male,Books,5679,4.6,2,0
1193,43,Male,Home Decor,6972,3.1,7,0
1194,49,Male,Sports,3275,3.1,7,1
1195,23,Male,Fashion,2090,2.2,7,3
1196,49,Female,Sports,6504,2.8,14,0
1197,21,Female,Sports,7730,3.9,2,2
1198,28,Female,Sports,2731,2.6,2,3
1199,34,Female,Electronics,5618,1.8,15,0
1200,55,Female,Sports,6954,3.2,11,0
1201,41,Male,Books,8460,1.9,10,2
1202,22,Female,Books,2061,4.9,3,3
1203,51,Female,Home Decor,4146,2.6,17,1
1204,23,Female,Sports,8096,4.6,9,2
1205,39,Male,Sports,7740,1.9,15,2
1206,28,Male,Fashion,5442,1.8,14,0
1207,33,Female,Electronics,3738,3.5,19,1
1208,50,Male,Home Decor,2100,4.1,17,3
1209,26,Male,Sports,6200,3.3,17,0
1210,23,Female,Fashion,6571,1.9,16,0
1211,33,Male,Electronics,1209,1.2,8,3
1212,46,Male,Home Decor,3471,3.5,7,1
1213,20,Male,Home Decor,1293,1.5,12,3
1214,37,Female,Sports,3599,2.4,1,1
1215,53,Female,Home Decor,6530,3.7,12,0
1216,36,Female,Fashion,6265,1.4,6,0
1217,43,Male,Home Decor,526,1.5,16,3
1218,20,Female,Books,7193,1.2,18,0
1219,36,Male,Fashion,5822,5.0,19,0
1220,37,Male,Electronics,8776,2.5,3,2
1221,49,Male,Electronics,6451,4.6,3,0
1222,24,Female,Sports,3601,2.2,5,1
1223,58,Female,Sports,7109,4.0,3,0
1224,50,Female,Books,9814,1.9,19,2
1225,57,Female,Electronics,5809,3.0,5,0
1226,56,Male,Electronics,511,4.3,14,3
1227,35,Female,Electronics,8270,4.3,16,2
1228,57,Male,Electronics,5913,4.2,1,0
1229,18,Female,Home Decor,6274,4.3,17,0
1230,28,Female,Fashion,679,1.8,11,3
1231,45,Female,Fashion,1296,2.9,9,3
1232,42,Male,Books,7779,2.9,4,2
1233,40,Male,Home Decor,7688,4.6,2,2
1234,48,Male,Electronics,7812,2.2,9,2
1235,47,Male,Electronics,2524,4.7,5,3
1236,59,Male,Sports,8166,2.8,4,2
1237,52,Female,Sports,3717,3.7,5,1
1238,24,Male,Books,7084,2.1,18,0
1239,33,Male,Electronics,9578,2.6,13,2
1240,43,Male,Books,5785,3.8,5,0
1241,19,Male,Home Decor,7870,3.1,19,2
1242,18,Female,Fashion,2019,4.7,3,3
1243,29,Male,Electronics,7111,3.9,18,0
1244,22,Female,Home Decor,7356,3.3,6,0
1245,54,Female,Electronics,2932,4.5,6,1
1246,49,Female,Sports,6957,3.7,5,0
1247,26,Male,Books,5366,3.6,1,0
1248,58,Female,Sports,5554,2.0,8,0
1249,52,Male,Fashion,9608,2.6,1,2
1250,36,Male,Sports,2570,3.7,6,3
1251,33,Male,Electronics,2281,4.6,14,3
1252,20,Male,Sports,9030,2.3,11,2
1253,37,Male,Electronics,2016,1.9,2,3
1254,41,Female,Fashion,5991,3.4,4,0
1255,50,Female,Sports,9606,1.3,13,2
1256,41,Male,Books,6449,3.9,7,0
1257,28,Female,Books,3790,3.8,6,1
1258,25,Male,Books,5070,2.4,3,1
1259,53,Female,Sports,1879,4.6,9,3
1260,55,Female,Sports,8170,3.0,14,2
1261,57,Female,Sports,1300,3.6,11,3
1262,37,Female,Electronics,9938,1.8,5,2
1263,52,Female,Fashion,5767,2.7,14,0
1264,42,Male,Books,3995,4.4,19,1
1265,52,Male,Electronics,3757,1.9,8,1
1266,42,Female,Books,7058,2.6,7,0
1267,46,Male,Electronics,1481,2.3,7,3
1268,35,Female,Sports,2588,1.6,3,3
1269,35,Male,Books,3452,2.2,3,1
1270,19,Female,Sports,9703,1.9,18,2
1271,52,Female,Books,2626,4.7,13,3
1272,33,Female,Home Decor,5312,4.0,1,0
1273,58,Male,Electronics,8563,2.3,5,2
1274,53,Male,Home Decor,4361,4.1,4,1
1275,50,Female,Electronics,6403,1.1,16,0
1276,21,Female,Fashion,3091,3.1,15,1
1277,50,Male,Books,9857,2.0,18,2
1278,31,Male,Fashion,3822,1.5,17,1
1279,38,Male,Fashion,6937,4.5,14,0
1280,37,Male,Electronics,9301,1.8,14,2
1281,25,Male,Home Decor,3361,4.3,19,1
1282,24,Female,Sports,2155,2.7,6,3
1283,20,Male,Electronics,2255,1.1,13,3
1284,34,Female,Sports,8737,3.9,18,2
1285,50,Female,Fashion,9951,3.4,15,2
1286,29,Male,Sports,6727,2.4,7,0
1287,39,Male,Home Decor,5138,2.1,19,0
1288,39,Female,Electronics,3067,1.3,17,1
1289,47,Male,Home Decor,3623,4.8,9,1
1290,55,Female,Home Decor,5664,3.0,11,0
1291,55,Male,Electronics,7581,1.3,5,2
1292,25,Male,Home Decor,5407,4.5,2,0
1293,44,Male,Books,5462,2.1,15,0
1294,44,Female,Books,7650,1.8,12,2
1295,51,Male,Books,2266,2.1,10,3
1296,38,Female,Sports,4049,3.3,10,1
1297,47,Male,Home Decor,2809,1.3,11,1
1298,50,Female,Electronics,2476,2.9,10,3
1299,45,Male,Electronics,7680,4.6,7,2
1300,50,Female,Sports,2990,1.8,14,1
1301,22,Female,Electronics,9417,2.3,13,2
1302,36,Female,Books,4881,2.6,5,1
1303,21,Female,Home Decor,6487,3.3,19,0
1304,52,Female,Electronics,7925,4.7,10,2
1305,34,Female,Electronics,4119,2.6,8,1
1306,45,Male,Fashion,6560,1.3,18,0
1307,47,Female,Fashion,9189,2.4,1,2
1308,46,Female,Fashion,4476,1.8,5,1
1309,23,Female,Home Decor,1204,3.6,11,3
1310,52,Male,Books,5952,1.1,11,0
1311,58,Male,Books,6594,2.2,16,0
1312,54,Male,Books,4181,3.2,10,1
1313,41,Female,Home Decor,4638,2.1,15,1
1314,46,Male,Home Decor,2416,3.2,7,3
1315,48,Male,Fashion,8001,1.5,15,2
1316,52,Female,Electronics,2345,4.8,16,3
1317,50,Female,Sports,5154,2.2,6,0
1318,38,Male,Sports,6913,4.7,11,0
1319,49,Female,Electronics,8611,2.3,17,2
1320,40,Female,Fashion,8490,4.1,15,2
1321,50,Female,Electronics,3590,2.0,16,1
1322,20,Female,Electronics,1870,3.7,2,3
1323,35,Male,Sports,2428,2.3,4,3
1324,42,Female,Fashion,2136,3.0,19,3
1325,59,Male,Home Decor,6680,3.7,6,0
1326,48,Male,Sports,8783,3.4,18,2
1327,20,Male,Home Decor,2343,3.3,11,3
1328,57,Male,Fashion,8876,1.3,9,2
1329,41,Female,Electronics,1331,2.0,3,3
1330,49,Female,Books,6038,3.3,2,0
1331,39,Female,Books,5815,1.1,18,0
1332,40,Male,Fashion,8955,2.0,15,2
1333,19,Male,Books,5827,1.9,18,0
1334,44,Male,Home Decor,1786,2.0,19,3
1335,59,Female,Books,2029,3.1,15,3
1336,19,Male,Fashion,7155,3.3,17,0
1337,43,Female,Fashion,2377,4.6,18,3
1338,34,Female,Home Decor,5931,2.5,18,0
1339,57,Female,Books,9889,4.7,11,2
1340,50,Female,Books,2978,3.6,18,1
1341,26,Male,Electronics,600,4.7,3,3
1342,56,Female,Sports,3587,4.3,13,1
1343,46,Male,Fashion,6328,3.8,14,0
1344,59,Female,Electronics,7925,2.4,4,2
1345,43,Male,Fashion,2791,2.0,18,1
1346,52,Male,Electronics,5967,1.9,5,0
1347,42,Female,Sports,8796,4.8,14,2
1348,41,Female,Electronics,1193,4.8,12,3
1349,30,Female,Fashion,6286,3.9,7,0
1350,24,Male,Books,5906,4.5,12,0
1351,53,Female,Fashion,3991,4.7,8,1
1352,37,Female,Home Decor,3892,3.0,3,1
1353,18,Male,Home Decor,2768,3.5,1,3
1354,25,Female,Home Decor,6132,2.7,3,0
1355,33,Male,Home Decor,4283,2.7,11,1
1356,31,Female,Sports,9581,1.2,18,2
1357,29,Male,Books,6473,2.7,7,0
1358,40,Male,Books,6469,3.7,9,0
1359,32,Female,Fashion,9481,2.7,4,2
1360,45,Male,Electronics,5148,4.5,10,0
1361,51,Female,Fashion,5439,2.3,18,0
1362,19,Female,Fashion,9350,1.5,16,2
1363,49,Male,Fashion,8524,4.2,12,2
1364,40,Female,Fashion,8357,3.7,19,2
1365,39,Male,Books,1518,2.0,3,3
1366,42,Male,Electronics,2453,3.1,8,3
1367,39,Male,Fashion,9882,2.6,19,2
1368,39,Male,Books,4157,4.8,9,1
1369,59,Male,Fashion,5346,3.4,19,0
1370,23,Male,Home Decor,2796,1.6,17,1
1371,32,Male,Fashion,1274,3.0,13,3
1372,54,Male,Fashion,3311,4.5,2,1
1373,50,Female,Sports,3682,3.7,4,1
1374,25,Female,Home Decor,8367,4.4,11,2
1375,22,Male,Electronics,4829,2.0,2,1
1376,56,Female,Fashion,6667,4.6,4,0
1377,21,Female,Electronics,3597,4.0,4,1
1378,23,Female,Home Decor,1904,3.9,1,3
1379,49,Female,Fashion,5601,2.4,11,0
1380,47,Female,Sports,1869,4.6,2,3
1381,52,Female,Books,5997,3.6,19,0
1382,57,Male,Sports,7165,4.4,8,0
1383,33,Female,Sports,2564,2.4,4,3
1384,30,Female,Books,3265,1.6,16,1
1385,59,Female,Books,3317,2.3,15,1
1386,47,Female,Books,8291,2.8,5,2
1387,36,Male,Fashion,1216,3.1,5,3
1388,34,Male,Electronics,4540,3.0,15,1
1389,36,Male,Electronics,2211,3.2,17,3
1390,45,Male,Books,9917,4.4,3,2
1391,43,Female,Sports,5867,1.7,18,0
1392,54,Male,Home Decor,6761,2.3,11,0
1393,43,Male,Books,508,4.6,6,3
1394,40,Male,Sports,9289,3.2,12,2
1395,26,Male,Sports,4618,3.3,17,1
1396,29,Female,Fashion,6586,2.9,14,0
1397,18,Male,Fashion,6883,3.2,6,0
1398,18,Female,Electronics,4167,1.8,10,1
1399,51,Male,Electronics,2746,3.2,16,3
1400,49,Female,Home Decor,4126,5.0,18,1
1401,42,Female,Home Decor,3322,3.3,6,1
1402,57,Male,Home Decor,8783,1.2,19,2
1403,18,Male,Home Decor,1350,4.2,3,3
1404,33,Male,Sports,1607,2.6,12,3
1405,56,Male,Sports,799,1.6,16,3
1406,22,Female,Electronics,8602,4.5,3,2
1407,39,Female,Fashion,5900,1.8,16,0
1408,46,Male,Fashion,1582,4.7,4,3
1409,20,Male,Books,8667,2.8,13,2
1410,29,Female,Sports,3300,4.0,4,1
1411,43,Male,Home Decor,4451,3.2,4,1
1412,33,Female,Home Decor,9467,2.0,7,2
1413,54,Male,Books,7268,3.7,12,0
1414,39,Female,Fashion,1952,4.8,2,3
1415,46,Female,Home Decor,2181,4.1,16,3
1416,31,Female,Fashion,2803,3.4,7,1
1417,45,Female,Books,7657,5.0,19,2
1418,22,Female,Fashion,2351,2.1,11,3
1419,47,Male,Fashion,2397,1.2,1,3
1420,22,Female,Fashion,6325,1.1,9,0
1421,29,Male,Home Decor,9306,3.8,5,2
1422,33,Female,Electronics,744,4.3,17,3
1423,43,Female,Sports,9448,3.5,1,2
1424,43,Male,Fashion,9515,4.6,17,2
1425,38,Male,Fashion,4307,3.8,12,1
1426,56,Male,Fashion,3279,2.5,13,1
1427,53,Male,Electronics,2346,1.7,11,3
1428,50,Female,Books,7521,4.7,13,0
1429,47,Male,Home Decor,9932,1.4,13,2
1430,54,Female,Electronics,973,3.2,6,3
1431,40,Male,Fashion,4631,2.3,6,1
1432,27,Male,Electronics,2292,2.1,10,3
1433,22,Female,Electronics,2234,3.6,19,3
1434,53,Female,Electronics,7715,1.9,3,2
1435,51,Male,Books,7729,4.7,7,2
1436,48,Female,Sports,5688,2.6,5,0
1437,27,Female,Home Decor,5781,3.7,8,0
1438,36,Female,Books,6358,3.9,5,0
1439,49,Female,Books,1444,3.7,12,3
1440,18,Female,Sports,2011,4.6,4,3
1441,22,Female,Books,4581,1.9,19,1
1442,21,Female,Electronics,6618,1.3,18,0
1443,33,Female,Electronics,1358,1.2,3,3
1444,41,Male,Fashion,4060,4.5,7,1
1445,33,Female,Books,8921,4.9,8,2
1446,19,Male,Fashion,8869,2.2,15,2
1447,45,Female,Home Decor,3115,3.8,17,1
1448,49,Female,Electronics,2113,1.0,19,3
1449,44,Female,Home Decor,3340,1.8,4,1
1450,37,Female,Sports,2274,3.8,16,3
1451,41,Male,Electronics,4371,1.3,13,1
1452,29,Male,Home Decor,8773,2.9,12,2
1453,52,Female,Sports,1345,3.7,4,3
1454,50,Male,Home Decor,9908,4.1,12,2
1455,50,Female,Sports,3760,2.8,17,1
1456,54,Female,Sports,3645,3.5,9,1
1457,29,Male,Electronics,8302,3.2,12,2
1458,20,Male,Fashion,2763,1.2,15,3
1459,18,Female,Sports,9136,4.0,2,2
1460,50,Female,Sports,8655,1.7,9,2
1461,57,Male,Electronics,1422,1.1,14,3
1462,27,Female,Fashion,7195,2.8,4,0
1463,46,Male,Books,4788,4.5,4,1
1464,30,Female,Books,6258,1.6,6,0
1465,29,Female,Fashion,8631,1.1,5,2
1466,48,Male,Home Decor,3130,1.4,17,1
1467,19,Male,Electronics,8316,2.5,13,2
1468,52,Male,Fashion,9859,3.3,17,2
1469,40,Female,Books,8056,1.8,19,2
1470,34,Female,Sports,6430,4.2,1,0
1471,43,Female,Books,7500,4.0,17,0
1472,25,Female,Sports,4012,3.8,3,1
1473,46,Male,Electronics,6566,2.9,14,0
1474,43,Female,Sports,9587,2.5,12,2
1475,27,Female,Fashion,4222,2.5,15,1
1476,43,Female,Sports,6148,3.0,6,0
1477,51,Male,Home Decor,2560,1.3,2,3
1478,58,Female,Fashion,3534,3.7,4,1
1479,24,Female,Electronics,2887,2.4,13,1
1480,21,Male,Fashion,7508,1.9,13,0
1481,28,Female,Home Decor,8531,2.1,17,2
1482,46,Female,Electronics,2299,1.7,6,3
1483,53,Male,Books,4907,4.6,11,1
1484,42,Female,Home Decor,3280,1.7,19,1
1485,38,Female,Electronics,1627,4.5,16,3
1486,53,Female,Sports,9030,3.3,8,2
1487,27,Male,Fashion,7865,4.5,1,2
1488,54,Female,Electronics,8111,2.9,10,2
1489,26,Female,Fashion,8035,4.7,2,2
1490,41,Male,Sports,9864,1.8,19,2
1491,52,Male,Electronics,3308,3.2,14,1
1492,52,Female,Books,4797,1.5,3,1
1493,53,Female,Home Decor,5059,2.8,9,1
1494,35,Female,Electronics,948,3.3,8,3
1495,56,Female,Sports,5508,3.4,11,0
1496,49,Male,Electronics,5393,2.5,15,0
1497,41,Female,Fashion,1293,1.3,6,3
1498,40,Male,Electronics,936,3.6,2,3
1499,49,Male,Books,6512,3.0,1,0
1500,54,Female,Electronics,6369,1.5,3,0
1501,29,Female,Home Decor,2120,4.7,18,3
1502,30,Male,Electronics,4808,4.8,14,1
1503,40,Male,Fashion,1448,4.4,17,3
1504,42,Female,Electronics,4444,4.4,2,1
1505,52,Male,Books,9819,1.4,19,2
1506,58,Female,Sports,691,5.0,9,3
1507,47,Female,Electronics,1903,2.6,8,3
1508,34,Male,Electronics,2490,1.7,10,3
1509,37,Male,Home Decor,1604,4.2,9,3
1510,42,Female,Books,1048,1.9,8,3
1511,39,Male,Sports,6261,3.1,7,0
1512,30,Female,Fashion,9262,1.5,6,2
1513,36,Female,Electronics,8403,2.9,2,2
1514,53,Female,Sports,2284,3.2,9,3
1515,29,Male,Fashion,1304,2.8,9,3
1516,58,Female,Books,9490,1.3,19,2
1517,36,Female,Books,9302,2.9,9,2
1518,29,Female,Sports,8017,2.9,2,2
1519,26,Female,Fashion,7331,2.0,19,0
1520,24,Female,Books,7417,4.7,16,0
1521,45,Female,Sports,4738,2.7,14,1
1522,31,Female,Books,3760,4.5,1,1
1523,48,Female,Books,4867,1.4,13,1
1524,36,Female,Books,6151,2.3,2,0
1525,33,Female,Home Decor,3871,1.7,14,1
1526,22,Female,Fashion,2593,2.6,1,3
1527,52,Male,Sports,4501,1.4,15,1
1528,29,Female,Sports,7056,2.8,18,0
1529,42,Female,Fashion,8310,2.4,9,2
1530,38,Female,Fashion,5054,1.9,8,1
1531,53,Male,Fashion,3017,3.6,7,1
1532,40,Female,Fashion,9197,4.8,9,2
1533,33,Male,Electronics,6305,1.8,9,0
1534,56,Female,Sports,1596,3.8,11,3
1535,59,Female,Electronics,9736,4.0,4,2
1536,56,Male,Books,7561,3.0,7,2
1537,31,Female,Books,2704,4.6,7,3
1538,48,Male,Sports,4402,4.9,4,1
1539,22,Male,Books,1852,2.4,12,3
1540,52,Female,Fashion,2096,3.6,17,3
1541,40,Female,Electronics,9267,3.6,3,2
1542,46,Female,Fashion,7480,2.6,9,0
1543,28,Female,Books,1179,2.3,5,3
1544,35,Male,Electronics,4212,4.7,16,1
1545,29,Male,Fashion,9821,4.2,8,2
1546,26,Female,Sports,9009,1.5,16,2
1547,27,Male,Fashion,5801,1.5,19,0
1548,34,Male,Books,6234,4.7,16,0
1549,55,Female,Electronics,8481,1.3,18,2
1550,24,Male,Sports,6392,3.8,15,0
1551,30,Male,Electronics,4196,1.9,18,1
1552,57,Female,Sports,7629,1.1,14,2
1553,59,Male,Electronics,3496,1.2,16,1
1554,26,Female,Books,7737,2.5,5,2
1555,44,Male,Sports,7827,1.3,8,2
1556,19,Female,Home Decor,7907,3.4,16,2
1557,22,Male,Electronics,3042,3.6,1,1
1558,46,Male,Electronics,1178,2.5,11,3
1559,54,Female,Fashion,5866,4.0,11,0
1560,55,Female,Sports,6143,3.0,2,0
1561,36,Female,Home Decor,7910,2.7,19,2
1562,25,Female,Books,6041,2.6,5,0
1563,18,Male,Fashion,1334,2.7,3,3
1564,39,Male,Home Decor,6526,4.9,8,0
1565,34,Male,Sports,8972,3.7,4,2
1566,24,Female,Home Decor,8470,2.3,13,2
1567,42,Male,Electronics,7318,3.9,14,0
1568,21,Male,Electronics,5528,2.3,1,0
1569,53,Female,Fashion,5203,1.5,5,0
1570,23,Female,Sports,9938,2.9,7,2
1571,48,Male,Sports,2272,4.0,6,3
1572,36,Female,Home Decor,2664,2.5,15,3
1573,56,Male,Fashion,7611,4.5,15,2
1574,44,Male,Sports,8883,2.5,8,2
1575,27,Female,Electronics,3335,2.4,2,1
1576,43,Male,Home Decor,3165,5.0,14,1
1577,36,Female,Books,6613,2.9,16,0
1578,56,Female,Electronics,3063,4.2,10,1
1579,20,Male,Fashion,8998,4.2,15,2
1580,30,Male,Sports,8631,4.7,4,2
1581,45,Male,Electronics,9223,1.3,12,2
1582,37,Female,Books,3196,2.1,10,1
1583,45,Male,Books,5187,4.1,2,0
1584,25,Female,Fashion,7821,3.3,4,2
1585,58,Female,Electronics,7513,3.2,6,0
1586,56,Male,Home Decor,8204,1.7,14,2
1587,18,Female,Electronics,6071,2.1,3,0
1588,20,Male,Books,7836,3.1,15,2
1589,30,Male,Fashion,558,2.1,1,3
1590,45,Male,Fashion,1640,1.8,19,3
