Customer_ID,Age,Gender,Category,Purchase_Amount,Rating,Order_Count
1190,18,Male,Home Decor,6108,2.5,10
1191,36,Female,Fashion,6026,4.8,18
1192,19,Male,Books,5679,4.6,2
1193,43,Male,Home Decor,6972,3.1,7
1194,49,Male,Sports,3275,3.1,7
1195,23,Male,Fashion,2090,2.2,7
1196,49,Female,Sports,6504,2.8,14
1197,21,Female,Sports,7730,3.9,2
1198,28,Female,Sports,2731,2.6,2
1199,34,Female,Electronics,5618,1.8,15
1200,55,Female,Sports,6954,3.2,11
1201,41,Male,Books,8460,1.9,10
1202,22,Female,Books,2061,4.9,3
1203,51,Female,Home Decor,4146,2.6,17
1204,23,Female,Sports,8096,4.6,9
1205,39,Male,Sports,7740,1.9,15
1206,28,Male,Fashion,5442,1.8,14
1207,33,Female,Electronics,3738,3.5,19
1208,50,Male,Home Decor,2100,4.1,17
1209,26,Male,Sports,6200,3.3,17
1210,23,Female,Fashion,6571,1.9,16
1211,33,Male,Electronics,1209,1.2,8
1212,46,Male,Home Decor,3471,3.5,7
1213,20,Male,Home Decor,1293,1.5,12
1214,37,Female,Sports,3599,2.4,1
1215,53,Female,Home Decor,6530,3.7,12
1216,36,Female,Fashion,6265,1.4,6
1217,43,Male,Home Decor,526,1.5,16
1218,20,Female,Books,7193,1.2,18
1219,36,Male,Fashion,5822,5.0,19
1220,37,Male,Electronics,8776,2.5,3
1221,49,Male,Electronics,6451,4.6,3
1222,24,Female,Sports,3601,2.2,5
1223,58,Female,Sports,7109,4.0,3
1224,50,Female,Books,9814,1.9,19
1225,57,Female,Electronics,5809,3.0,5
1226,56,Male,Electronics,511,4.3,14
1227,35,Female,Electronics,8270,4.3,16
1228,57,Male,Electronics,5913,4.2,1
1229,18,Female,Home Decor,6274,4.3,17
1230,28,Female,Fashion,679,1.8,11
1231,45,Female,Fashion,1296,2.9,9
1232,42,Male,Books,7779,2.9,4
1233,40,Male,Home Decor,7688,4.6,2
1234,48,Male,Electronics,7812,2.2,9
1235,47,Male,Electronics,2524,4.7,5
1236,59,Male,Sports,8166,2.8,4
1237,52,Female,Sports,3717,3.7,5
1238,24,Male,Books,7084,2.1,18
1239,33,Male,Electronics,9578,2.6,13
1240,43,Male,Books,5785,3.8,5
1241,19,Male,Home Decor,7870,3.1,19
1242,18,Female,Fashion,2019,4.7,3
1243,29,Male,Electronics,7111,3.9,18
1244,22,Female,Home Decor,7356,3.3,6
1245,54,Female,Electronics,2932,4.5,6
1246,49,Female,Sports,6957,3.7,5
1247,26,Male,Books,5366,3.6,1
1248,58,Female,Sports,5554,2.0,8
1249,52,Male,Fashion,9608,2.6,1
1250,36,Male,Sports,2570,3.7,6
1251,33,Male,Electronics,2281,4.6,14
1252,20,Male,Sports,9030,2.3,11
1253,37,Male,Electronics,2016,1.9,2
1254,41,Female,Fashion,5991,3.4,4
1255,50,Female,Sports,9606,1.3,13
1256,41,Male,Books,6449,3.9,7
1257,28,Female,Books,3790,3.8,6
1258,25,Male,Books,5070,2.4,3
1259,53,Female,Sports,1879,4.6,9
1260,55,Female,Sports,8170,3.0,14
1261,57,Female,Sports,1300,3.6,11
1262,37,Female,Electronics,9938,1.8,5
1263,52,Female,Fashion,5767,2.7,14
1264,42,Male,Books,3995,4.4,19
1265,52,Male,Electronics,3757,1.9,8
1266,42,Female,Books,7058,2.6,7
1267,46,Male,Electronics,1481,2.3,7
1268,35,Female,Sports,2588,1.6,3
1269,35,Male,Books,3452,2.2,3
1270,19,Female,Sports,9703,1.9,18
1271,52,Female,Books,2626,4.7,13
1272,33,Female,Home Decor,5312,4.0,1
1273,58,Male,Electronics,8563,2.3,5
1274,53,Male,Home Decor,4361,4.1,4
1275,50,Female,Electronics,6403,1.1,16
1276,21,Female,Fashion,3091,3.1,15
1277,50,Male,Books,9857,2.0,18
1278,31,Male,Fashion,3822,1.5,17
1279,38,Male,Fashion,6937,4.5,14
1280,37,Male,Electronics,9301,1.8,14
1281,25,Male,Home Decor,3361,4.3,19
1282,24,Female,Sports,2155,2.7,6
1283,20,Male,Electronics,2255,1.1,13
1284,34,Female,Sports,8737,3.9,18
1285,50,Female,Fashion,9951,3.4,15
1286,29,Male,Sports,6727,2.4,7
1287,39,Male,Home Decor,5138,2.1,19
1288,39,Female,Electronics,3067,1.3,17
1289,47,Male,Home Decor,3623,4.8,9
1290,55,Female,Home Decor,5664,3.0,11
1291,55,Male,Electronics,7581,1.3,5
1292,25,Male,Home Decor,5407,4.5,2
1293,44,Male,Books,5462,2.1,15
1294,44,Female,Books,7650,1.8,12
1295,51,Male,Books,2266,2.1,10
1296,38,Female,Sports,4049,3.3,10
1297,47,Male,Home Decor,2809,1.3,11
1298,50,Female,Electronics,2476,2.9,10
1299,45,Male,Electronics,7680,4.6,7
1300,50,Female,Sports,2990,1.8,14
1301,22,Female,Electronics,9417,2.3,13
1302,36,Female,Books,4881,2.6,5
1303,21,Female,Home Decor,6487,3.3,19
1304,52,Female,Electronics,7925,4.7,10
1305,34,Female,Electronics,4119,2.6,8
1306,45,Male,Fashion,6560,1.3,18
1307,47,Female,Fashion,9189,2.4,1
1308,46,Female,Fashion,4476,1.8,5
1309,23,Female,Home Decor,1204,3.6,11
1310,52,Male,Books,5952,1.1,11
1311,58,Male,Books,6594,2.2,16
1312,54,Male,Books,4181,3.2,10
1313,41,Female,Home Decor,4638,2.1,15
1314,46,Male,Home Decor,2416,3.2,7
1315,48,Male,Fashion,8001,1.5,15
1316,52,Female,Electronics,2345,4.8,16
1317,50,Female,Sports,5154,2.2,6
1318,38,Male,Sports,6913,4.7,11
1319,49,Female,Electronics,8611,2.3,17
1320,40,Female,Fashion,8490,4.1,15
1321,50,Female,Electronics,3590,2.0,16
1322,20,Female,Electronics,1870,3.7,2
1323,35,Male,Sports,2428,2.3,4
1324,42,Female,Fashion,2136,3.0,19
1325,59,Male,Home Decor,6680,3.7,6
1326,48,Male,Sports,8783,3.4,18
1327,20,Male,Home Decor,2343,3.3,11
1328,57,Male,Fashion,8876,1.3,9
1329,41,Female,Electronics,1331,2.0,3
1330,49,Female,Books,6038,3.3,2
1331,39,Female,Books,5815,1.1,18
1332,40,Male,Fashion,8955,2.0,15
1333,19,Male,Books,5827,1.9,18
1334,44,Male,Home Decor,1786,2.0,19
1335,59,Female,Books,2029,3.1,15
1336,19,Male,Fashion,7155,3.3,17
1337,43,Female,Fashion,2377,4.6,18
1338,34,Female,Home Decor,5931,2.5,18
1339,57,Female,Books,9889,4.7,11
1340,50,Female,Books,2978,3.6,18
1341,26,Male,Electronics,600,4.7,3
1342,56,Female,Sports,3587,4.3,13
1343,46,Male,Fashion,6328,3.8,14
1344,59,Female,Electronics,7925,2.4,4
1345,43,Male,Fashion,2791,2.0,18
1346,52,Male,Electronics,5967,1.9,5
1347,42,Female,Sports,8796,4.8,14
1348,41,Female,Electronics,1193,4.8,12
1349,30,Female,Fashion,6286,3.9,7
1350,24,Male,Books,5906,4.5,12
1351,53,Female,Fashion,3991,4.7,8
1352,37,Female,Home Decor,3892,3.0,3
1353,18,Male,Home Decor,2768,3.5,1
1354,25,Female,Home Decor,6132,2.7,3
1355,33,Male,Home Decor,4283,2.7,11
1356,31,Female,Sports,9581,1.2,18
1357,29,Male,Books,6473,2.7,7
1358,40,Male,Books,6469,3.7,9
1359,32,Female,Fashion,9481,2.7,4
1360,45,Male,Electronics,5148,4.5,10
1361,51,Female,Fashion,5439,2.3,18
1362,19,Female,Fashion,9350,1.5,16
1363,49,Male,Fashion,8524,4.2,12
1364,40,Female,Fashion,8357,3.7,19
1365,39,Male,Books,1518,2.0,3
1366,42,Male,Electronics,2453,3.1,8
1367,39,Male,Fashion,9882,2.6,19
1368,39,Male,Books,4157,4.8,9
1369,59,Male,Fashion,5346,3.4,19
1370,23,Male,Home Decor,2796,1.6,17
1371,32,Male,Fashion,1274,3.0,13
1372,54,Male,Fashion,3311,4.5,2
1373,50,Female,Sports,3682,3.7,4
1374,25,Female,Home Decor,8367,4.4,11
1375,22,Male,Electronics,4829,2.0,2
1376,56,Female,Fashion,6667,4.6,4
1377,21,Female,Electronics,3597,4.0,4
1378,23,Female,Home Decor,1904,3.9,1
1379,49,Female,Fashion,5601,2.4,11
1380,47,Female,Sports,1869,4.6,2
1381,52,Female,Books,5997,3.6,19
1382,57,Male,Sports,7165,4.4,8
1383,33,Female,Sports,2564,2.4,4
1384,30,Female,Books,3265,1.6,16
1385,59,Female,Books,3317,2.3,15
1386,47,Female,Books,8291,2.8,5
1387,36,Male,Fashion,1216,3.1,5
1388,34,Male,Electronics,4540,3.0,15
1389,36,Male,Electronics,2211,3.2,17
1390,45,Male,Books,9917,4.4,3
1391,43,Female,Sports,5867,1.7,18
1392,54,Male,Home Decor,6761,2.3,11
1393,43,Male,Books,508,4.6,6
1394,40,Male,Sports,9289,3.2,12
1395,26,Male,Sports,4618,3.3,17
1396,29,Female,Fashion,6586,2.9,14
1397,18,Male,Fashion,6883,3.2,6
1398,18,Female,Electronics,4167,1.8,10
1399,51,Male,Electronics,2746,3.2,16
1400,49,Female,Home Decor,4126,5.0,18
1401,42,Female,Home Decor,3322,3.3,6
1402,57,Male,Home Decor,8783,1.2,19
1403,18,Male,Home Decor,1350,4.2,3
1404,33,Male,Sports,1607,2.6,12
1405,56,Male,Sports,799,1.6,16
1406,22,Female,Electronics,8602,4.5,3
1407,39,Female,Fashion,5900,1.8,16
1408,46,Male,Fashion,1582,4.7,4
1409,20,Male,Books,8667,2.8,13
1410,29,Female,Sports,3300,4.0,4
1411,43,Male,Home Decor,4451,3.2,4
1412,33,Female,Home Decor,9467,2.0,7
1413,54,Male,Books,7268,3.7,12
1414,39,Female,Fashion,1952,4.8,2
1415,46,Female,Home Decor,2181,4.1,16
1416,31,Female,Fashion,2803,3.4,7
1417,45,Female,Books,7657,5.0,19
1418,22,Female,Fashion,2351,2.1,11
1419,47,Male,Fashion,2397,1.2,1
1420,22,Female,Fashion,6325,1.1,9
1421,29,Male,Home Decor,9306,3.8,5
1422,33,Female,Electronics,744,4.3,17
1423,43,Female,Sports,9448,3.5,1
1424,43,Male,Fashion,9515,4.6,17
1425,38,Male,Fashion,4307,3.8,12
1426,56,Male,Fashion,3279,2.5,13
1427,53,Male,Electronics,2346,1.7,11
1428,50,Female,Books,7521,4.7,13
1429,47,Male,Home Decor,9932,1.4,13
1430,54,Female,Electronics,973,3.2,6
1431,40,Male,Fashion,4631,2.3,6
1432,27,Male,Electronics,2292,2.1,10
1433,22,Female,Electronics,2234,3.6,19
1434,53,Female,Electronics,7715,1.9,3
1435,51,Male,Books,7729,4.7,7
1436,48,Female,Sports,5688,2.6,5
1437,27,Female,Home Decor,5781,3.7,8
1438,36,Female,Books,6358,3.9,5
1439,49,Female,Books,1444,3.7,12
1440,18,Female,Sports,2011,4.6,4
1441,22,Female,Books,4581,1.9,19
1442,21,Female,Electronics,6618,1.3,18
1443,33,Female,Electronics,1358,1.2,3
1444,41,Male,Fashion,4060,4.5,7
1445,33,Female,Books,8921,4.9,8
1446,19,Male,Fashion,8869,2.2,15
1447,45,Female,Home Decor,3115,3.8,17
1448,49,Female,Electronics,2113,1.0,19
1449,44,Female,Home Decor,3340,1.8,4
1450,37,Female,Sports,2274,3.8,16
1451,41,Male,Electronics,4371,1.3,13
1452,29,Male,Home Decor,8773,2.9,12
1453,52,Female,Sports,1345,3.7,4
1454,50,Male,Home Decor,9908,4.1,12
1455,50,Female,Sports,3760,2.8,17
1456,54,Female,Sports,3645,3.5,9
1457,29,Male,Electronics,8302,3.2,12
1458,20,Male,Fashion,2763,1.2,15
1459,18,Female,Sports,9136,4.0,2
1460,50,Female,Sports,8655,1.7,9
1461,57,Male,Electronics,1422,1.1,14
1462,27,Female,Fashion,7195,2.8,4
1463,46,Male,Books,4788,4.5,4
1464,30,Female,Books,6258,1.6,6
1465,29,Female,Fashion,8631,1.1,5
1466,48,Male,Home Decor,3130,1.4,17
1467,19,Male,Electronics,8316,2.5,13
1468,52,Male,Fashion,9859,3.3,17
1469,40,Female,Books,8056,1.8,19
1470,34,Female,Sports,6430,4.2,1
1471,43,Female,Books,7500,4.0,17
1472,25,Female,Sports,4012,3.8,3
1473,46,Male,Electronics,6566,2.9,14
1474,43,Female,Sports,9587,2.5,12
1475,27,Female,Fashion,4222,2.5,15
1476,43,Female,Sports,6148,3.0,6
1477,51,Male,Home Decor,2560,1.3,2
1478,58,Female,Fashion,3534,3.7,4
1479,24,Female,Electronics,2887,2.4,13
1480,21,Male,Fashion,7508,1.9,13
1481,28,Female,Home Decor,8531,2.1,17
1482,46,Female,Electronics,2299,1.7,6
1483,53,Male,Books,4907,4.6,11
1484,42,Female,Home Decor,3280,1.7,19
1485,38,Female,Electronics,1627,4.5,16
1486,53,Female,Sports,9030,3.3,8
1487,27,Male,Fashion,7865,4.5,1
1488,54,Female,Electronics,8111,2.9,10
1489,26,Female,Fashion,8035,4.7,2
1490,41,Male,Sports,9864,1.8,19
1491,52,Male,Electronics,3308,3.2,14
1492,52,Female,Books,4797,1.5,3
1493,53,Female,Home Decor,5059,2.8,9
1494,35,Female,Electronics,948,3.3,8
1495,56,Female,Sports,5508,3.4,11
1496,49,Male,Electronics,5393,2.5,15
1497,41,Female,Fashion,1293,1.3,6
1498,40,Male,Electronics,936,3.6,2
1499,49,Male,Books,6512,3.0,1
1500,54,Female,Electronics,6369,1.5,3
1501,29,Female,Home Decor,2120,4.7,18
1502,30,Male,Electronics,4808,4.8,14
1503,40,Male,Fashion,1448,4.4,17
1504,42,Female,Electronics,4444,4.4,2
1505,52,Male,Books,9819,1.4,19
1506,58,Female,Sports,691,5.0,9
1507,47,Female,Electronics,1903,2.6,8
1508,34,Male,Electronics,2490,1.7,10
1509,37,Male,Home Decor,1604,4.2,9
1510,42,Female,Books,1048,1.9,8
1511,39,Male,Sports,6261,3.1,7
1512,30,Female,Fashion,9262,1.5,6
1513,36,Female,Electronics,8403,2.9,2
1514,53,Female,Sports,2284,3.2,9
1515,29,Male,Fashion,1304,2.8,9
1516,58,Female,Books,9490,1.3,19
1517,36,Female,Books,9302,2.9,9
1518,29,Female,Sports,8017,2.9,2
1519,26,Female,Fashion,7331,2.0,19
1520,24,Female,Books,7417,4.7,16
1521,45,Female,Sports,4738,2.7,14
1522,31,Female,Books,3760,4.5,1
1523,48,Female,Books,4867,1.4,13
1524,36,Female,Books,6151,2.3,2
1525,33,Female,Home Decor,3871,1.7,14
1526,22,Female,Fashion,2593,2.6,1
1527,52,Male,Sports,4501,1.4,15
1528,29,Female,Sports,7056,2.8,18
1529,42,Female,Fashion,8310,2.4,9
1530,38,Female,Fashion,5054,1.9,8
1531,53,Male,Fashion,3017,3.6,7
1532,40,Female,Fashion,9197,4.8,9
1533,33,Male,Electronics,6305,1.8,9
1534,56,Female,Sports,1596,3.8,11
1535,59,Female,Electronics,9736,4.0,4
1536,56,Male,Books,7561,3.0,7
1537,31,Female,Books,2704,4.6,7
1538,48,Male,Sports,4402,4.9,4
1539,22,Male,Books,1852,2.4,12
1540,52,Female,Fashion,2096,3.6,17
1541,40,Female,Electronics,9267,3.6,3
1542,46,Female,Fashion,7480,2.6,9
1543,28,Female,Books,1179,2.3,5
1544,35,Male,Electronics,4212,4.7,16
1545,29,Male,Fashion,9821,4.2,8
1546,26,Female,Sports,9009,1.5,16
1547,27,Male,Fashion,5801,1.5,19
1548,34,Male,Books,6234,4.7,16
1549,55,Female,Electronics,8481,1.3,18
1550,24,Male,Sports,6392,3.8,15
1551,30,Male,Electronics,4196,1.9,18
1552,57,Female,Sports,7629,1.1,14
1553,59,Male,Electronics,3496,1.2,16
1554,26,Female,Books,7737,2.5,5
1555,44,Male,Sports,7827,1.3,8
1556,19,Female,Home Decor,7907,3.4,16
1557,22,Male,Electronics,3042,3.6,1
1558,46,Male,Electronics,1178,2.5,11
1559,54,Female,Fashion,5866,4.0,11
1560,55,Female,Sports,6143,3.0,2
1561,36,Female,Home Decor,7910,2.7,19
1562,25,Female,Books,6041,2.6,5
1563,18,Male,Fashion,1334,2.7,3
1564,39,Male,Home Decor,6526,4.9,8
1565,34,Male,Sports,8972,3.7,4
1566,24,Female,Home Decor,8470,2.3,13
1567,42,Male,Electronics,7318,3.9,14
1568,21,Male,Electronics,5528,2.3,1
1569,53,Female,Fashion,5203,1.5,5
1570,23,Female,Sports,9938,2.9,7
1571,48,Male,Sports,2272,4.0,6
1572,36,Female,Home Decor,2664,2.5,15
1573,56,Male,Fashion,7611,4.5,15
1574,44,Male,Sports,8883,2.5,8
1575,27,Female,Electronics,3335,2.4,2
1576,43,Male,Home Decor,3165,5.0,14
1577,36,Female,Books,6613,2.9,16
1578,56,Female,Electronics,3063,4.2,10
1579,20,Male,Fashion,8998,4.2,15
1580,30,Male,Sports,8631,4.7,4
1581,45,Male,Electronics,9223,1.3,12
1582,37,Female,Books,3196,2.1,10
1583,45,Male,Books,5187,4.1,2
1584,25,Female,Fashion,7821,3.3,4
1585,58,Female,Electronics,7513,3.2,6
1586,56,Male,Home Decor,8204,1.7,14
1587,18,Female,Electronics,6071,2.1,3
1588,20,Male,Books,7836,3.1,15
1589,30,Male,Fashion,558,2.1,1
1590,45,Male,Fashion,1640,1.8,19
1591,42,Male,Home Decor,3062,1.4,1
1592,50,Male,Fashion,3352,1.6,13
1593,55,Male,Fashion,7141,4.1,8
1594,23,Male,Fashion,1441,3.9,18
1595,49,Female,Fashion,7041,1.2,3
1596,38,Male,Fashion,7930,1.8,18
1597,33,Female,Books,1921,3.2,9
1598,38,Female,Electronics,6265,2.3,6
1599,28,Female,Sports,935,4.3,2
1600,54,Male,Fashion,1339,4.1,4
1601,53,Female,Sports,4501,4.6,18
1602,52,Female,Sports,5748,3.3,7
1603,36,Male,Books,5459,2.4,11
1604,37,Male,Fashion,2150,3.4,5
1605,35,Female,Sports,6328,1.4,8
1606,58,Male,Fashion,9937,1.0,11
1607,31,Male,Home Decor,2761,1.1,15
1608,32,Male,Home Decor,9607,2.6,3
1609,48,Male,Home Decor,6394,1.9,7
1610,18,Female,Sports,6778,1.6,8
1611,20,Male,Home Decor,4389,3.5,11
1612,33,Male,Books,7397,5.0,10
1613,40,Male,Books,1826,1.7,9
1614,28,Female,Sports,6401,3.2,15
1615,29,Female,Fashion,3858,1.5,5
1616,27,Male,Electronics,2085,4.7,15
1617,49,Male,Fashion,6145,2.2,4
1618,33,Female,Fashion,888,4.5,5
1619,25,Male,Fashion,3291,2.1,15
1620,55,Male,Fashion,3832,4.2,17
1621,29,Female,Electronics,1203,1.8,8
1622,41,Male,Home Decor,6334,2.2,19
1623,45,Male,Fashion,3320,1.8,9
1624,25,Female,Books,8553,2.1,10
1625,45,Female,Sports,5459,4.3,5
1626,53,Male,Sports,1559,3.6,10
1627,43,Female,Books,9990,2.6,1
1628,25,Male,Fashion,1801,4.9,4
1629,45,Male,Electronics,9365,2.9,5
1630,45,Male,Home Decor,8196,4.9,7
1631,54,Female,Sports,4799,1.8,5
1632,58,Female,Home Decor,6571,4.6,8
1633,53,Male,Electronics,4612,1.1,17
1634,44,Male,Sports,8381,3.2,1
1635,34,Female,Home Decor,9708,2.7,18
1636,26,Female,Electronics,8901,3.1,12
1637,50,Female,Home Decor,998,3.2,3
1638,37,Male,Fashion,9120,2.6,14
1639,30,Female,Electronics,7745,5.0,16
1640,45,Female,Home Decor,2605,4.9,18
1641,46,Male,Fashion,5827,4.8,10
1642,30,Male,Fashion,6130,4.9,15
1643,52,Male,Electronics,3706,4.2,10
1644,23,Female,Books,7637,5.0,1
1645,35,Male,Sports,3069,4.6,19
